,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,,,Reformatted Genes
TTC38,20.64231714,-1.936259461,0.540230236,-3.584137524,0.000338194,0.007056879,,,TTC38
PRDM1,335.8790688,-1.930610314,0.308226087,-6.263617497,3.76147487540021e-10,8.21220519324644e-08,,,PRDM1
AC095056.1,29.00236298,-1.929906636,0.561305892,-3.438244035,0.0005855,0.010743579,,,AC095056.1
STC1,30.22412835,-1.928383573,0.527059648,-3.65875775,0.000253441,0.005616428,,,STC1
KANK4,132.5100302,-1.926130972,0.457967048,-4.205828743,2.6012716339703e-05,0.000946534,,,KANK4
IGSF5,99.97476314,-1.921587252,0.41047609,-4.681362202,2.8497492332578e-06,0.000155903,,,IGSF5
STARD6,40.32828566,-1.919673203,0.393930572,-4.87312572,1.09846270456064e-06,6.98130784658632e-05,,,STARD6
LINC00404,24.96545621,-1.919067741,0.431677002,-4.445610337,8.76426833724095e-06,0.000394375,,,LINC00404
ZNF286B,53.69709792,-1.918253602,0.659745384,-2.907566538,0.003642528,0.043553336,,,ZNF286B
BUB1,45.57575556,-1.917029021,0.430740504,-4.450542739,8.56535447592174e-06,0.000386901,,,BUB1
TEX26-AS1,21.02948352,-1.916709224,0.534663637,-3.584887942,0.000337223,0.007049096,,,TEX26
ASPM,1354.401416,-1.908600995,0.397286523,-4.804091966,1.55455369582216e-06,9.35071979433437e-05,,,ASPM
GAD1,3227.036572,-1.90641142,0.419748036,-4.541799499,5.57760755289981e-06,0.00026785,,,GAD1
FAH,103.2165531,-1.904580944,0.314272413,-6.060286763,1.35879079311927e-09,2.48363783805887e-07,,,FAH
TLR5,109.6816741,-1.900209163,0.405260604,-4.688857357,2.74734805621569e-06,0.000151002,,,TLR5
RP5-1011O1.2,26.35385869,-1.899046803,0.59866165,-3.172153759,0.001513129,0.022599707,,,RP5
HPSE,63.34766459,-1.895803042,0.571743632,-3.31582712,0.000913723,0.015131409,,,HPSE
TRPC3,525.0481538,-1.893997442,0.315105777,-6.010671904,1.84755981720531e-09,3.25101589028984e-07,,,TRPC3
FIBCD1,24.90496147,-1.889998649,0.646610192,-2.922933591,0.003467505,0.041971402,,,FIBCD1
SLC32A1,146.9646356,-1.881939303,0.529437477,-3.554601599,0.000378552,0.007703943,,,SLC32A1
QPRT,95.8012734,-1.881462529,0.524877452,-3.584574879,0.000337628,0.007051305,,,QPRT
AC008271.1,34.7971901,-1.881437018,0.529873447,-3.550729004,0.000384166,0.007788656,,,AC008271.1
BLM,141.1172062,-1.880728812,0.45613725,-4.12316427,3.73702990168427e-05,0.001266026,,,BLM
SCN7A,701.8800928,-1.877674287,0.454911216,-4.127562084,3.66629465542174e-05,0.00125105,,,SCN7A
KCNJ15,39.61345157,-1.87303897,0.453094587,-4.133880707,3.56688665842511e-05,0.001226,,,KCNJ15
TAC1,60.60289846,-1.867179566,0.539368963,-3.461785334,0.000536605,0.010010816,,,TAC1
ANGPT1,548.7922324,-1.8647742,0.350011438,-5.327752179,9.9435667720078e-08,9.34101039510645e-06,,,ANGPT1
SCUBE1,85.18681122,-1.86007282,0.50231436,-3.703005464,0.00021306,0.004944634,,,SCUBE1
AC144573.1,17.12761588,-1.857946462,0.519863008,-3.573915503,0.000351682,0.007254874,,,AC144573.1
CTD-2008L17.2,91.45762382,-1.853483056,0.383899418,-4.828043409,1.37881042379069e-06,8.40076769575209e-05,,,CTD
LINC00403,16.0425859,-1.852896551,0.449852753,-4.118895657,3.80692468688896e-05,0.001282335,,,LINC00403
AC096669.2,289.7862641,-1.850863309,0.413553402,-4.475512227,7.62283359702363e-06,0.000351739,,,AC096669.2
HS3ST3B1,150.0292359,-1.850406312,0.368904452,-5.015950069,5.27720335968468e-07,3.8169073011658e-05,,,HS3ST3B1
LRP5,58.87761137,-1.849869383,0.285633103,-6.476383043,9.39473743181127e-11,2.63712516553188e-08,,,LRP5
CTD-2515H24.1,265.6049686,-1.844685094,0.304914387,-6.049846037,1.44984326666755e-09,2.60960720494306e-07,,,CTD
SEMA3E,2727.160718,-1.840104525,0.371732139,-4.950081879,7.41822659210623e-07,5.08471990742072e-05,,,SEMA3E
CLPSL1,53.99912242,-1.839525161,0.415151426,-4.43097397,9.380841384711e-06,0.000419717,,,CLPSL1
PLA2G2C,62.25362293,-1.839458726,0.415273803,-4.429508229,9.44482096227997e-06,0.000420982,,,PLA2G2C
DUSP10,444.4799982,-1.837706635,0.379516439,-4.842231971,1.28388754078684e-06,7.90412123347594e-05,,,DUSP10
STK26,44.9594513,-1.835335251,0.43405932,-4.228305134,2.35458322604357e-05,0.000878461,,,STK26
MYCNOS,20.35928826,-1.830188727,0.576403461,-3.175186916,0.0014974,0.022417268,,,MYCNOS
RP1-145M24.1,12.6545783,-1.826466786,0.622619712,-2.933519047,0.003351431,0.040923557,,,RP1
CHRNA6,127.673427,-1.824981744,0.489079186,-3.731464756,0.00019037,0.004538651,,,CHRNA6
TCN1,105.2870907,-1.82488703,0.336907021,-5.416589497,6.07465905870892e-08,6.22758199762164e-06,,,TCN1
GBP4,31.71332224,-1.824518003,0.364406707,-5.006817842,5.53372502399278e-07,3.99020496454819e-05,,,GBP4
FP236240.1,40.55879985,-1.822012143,0.448076227,-4.066299511,4.77655405997314e-05,0.001526103,,,FP236240.1
VWC2,3346.20692,-1.81763127,0.273045267,-6.656886209,2.79689555558606e-11,9.03397264454298e-09,,,VWC2
LINC01489,976.1948162,-1.816363534,0.481907797,-3.769110074,0.000163831,0.004031857,,,LINC01489
ADAMTS15,30.82890176,-1.813486162,0.336089722,-5.395839389,6.82039374978735e-08,6.78557233022092e-06,,,ADAMTS15
MIR378G,44.52458899,-1.812475438,0.519887525,-3.486283762,0.000489781,0.009404357,,,MIR378G
EPS8L2,16.7689856,-1.811676356,0.548908787,-3.300505294,0.000965109,0.015759213,,,EPS8L2
SCNN1G,10.95858043,-1.810970912,0.594029307,-3.048622164,0.002298934,0.030992893,,,SCNN1G
RP5-898J17.1,22.70172438,-1.807561133,0.46853247,-3.857920742,0.000114356,0.003043333,,,RP5
ZNF385D,18309.75316,-1.805274257,0.368455523,-4.899571715,9.60457886977555e-07,6.30825529722668e-05,,,ZNF385D
CARD11,100.0830948,-1.802214182,0.349813992,-5.151921367,2.57831146981756e-07,2.0963450395458e-05,,,CARD11
PRR5,133.3585845,-1.798218989,0.25371815,-7.0874669,1.36588957059959e-12,5.85569276093957e-10,,,PRR5
OR13D1,16.41929802,-1.798094792,0.534208285,-3.365905852,0.000762927,0.013149902,,,OR13D1
TMEM132C,5775.727594,-1.79599213,0.335442786,-5.354093764,8.59862661212554e-08,8.29789909027646e-06,,,TMEM132C
CDH12P2,55.50141028,-1.793963374,0.473068682,-3.792183762,0.000149328,0.00373711,,,CDH12P2
MESTP4,22.87073137,-1.793737316,0.421013413,-4.260522971,2.03949118143758e-05,0.000788347,,,MESTP4
ATP1B2,1139.641627,-1.793048466,0.426560747,-4.203500861,2.62818152190151e-05,0.000953383,,,ATP1B2
OLFML2B,305.7215046,-1.792803359,0.437333268,-4.099398533,4.1422522235822e-05,0.001364108,,,OLFML2B
GCOM1,26.16335241,-1.788547039,0.609805834,-2.932977908,0.003357278,0.040926625,,,GCOM1
LBH,140.7852262,-1.788092662,0.463718903,-3.855983984,0.000115265,0.003060624,,,LBH
TCP10L2,35.92155984,-1.787418814,0.416774312,-4.288697169,1.79724214951231e-05,0.000708648,,,TCP10L2
ADAMTS6,957.45029,-1.786631656,0.272971772,-6.545115067,5.94495939392208e-11,1.77438224745935e-08,,,ADAMTS6
CTC-548H10.2,217.1694624,-1.781563183,0.344912695,-5.165258366,2.40107028413435e-07,2.00052424839589e-05,,,CTC
ENHO,18.86251034,-1.781536904,0.51172366,-3.481443295,0.000498719,0.009501023,,,ENHO
PTHLH,19.0051994,-1.779350517,0.542582824,-3.279408115,0.001040251,0.016731292,,,PTHLH
RP11-467L19.11,42.88641748,-1.773557716,0.570062294,-3.111164754,0.001863509,0.026545575,,,RP11
RBMS3-AS3,203.0407466,-1.772065085,0.48166417,-3.679046926,0.000234107,0.005292439,,,RBMS3
RP11-626H12.1,155.9697068,-1.770329052,0.497543639,-3.558138246,0.000373493,0.007618153,,,RP11
PLA2R1,1975.550709,-1.769715483,0.21416167,-8.263455749,1.41514676743546e-16,1.51671571042549e-13,,,PLA2R1
CTB-179I1.1,1397.546297,-1.769449468,0.273555612,-6.468335473,9.90883235987628e-11,2.74871009662968e-08,,,CTB
IZUMO2,49.24213627,-1.767864446,0.393898879,-4.488117485,7.18553014609495e-06,0.0003355,,,IZUMO2
MYRFL,437.5468993,-1.767303876,0.393712618,-4.488816961,7.16198011522959e-06,0.000335064,,,MYRFL
SCAMP1-AS1,33.20127817,-1.766120078,0.496276469,-3.558742328,0.000372635,0.007607236,,,SCAMP1
ZNF467,30.62350415,-1.764800869,0.268693912,-6.568071653,5.09710144462946e-11,1.54082762772972e-08,,,ZNF467
FAT1,923.403483,-1.763463925,0.50329253,-3.503854759,0.000458575,0.00892141,,,FAT1
MIMT1,10.77235108,-1.762663341,0.601361396,-2.931121537,0.003377406,0.041091775,,,MIMT1
GRIN3A,5467.28265,-1.760793511,0.394717792,-4.46089218,8.16191484427916e-06,0.000373689,,,GRIN3A
ATXN8OS,19.59469712,-1.758793518,0.463487924,-3.794691141,0.000147827,0.003712057,,,ATXN8OS
AC010091.1,36.63787083,-1.752651435,0.534982379,-3.276091897,0.001052543,0.016905935,,,AC010091.1
BEND4,252.2559747,-1.752065849,0.463750147,-3.778038372,0.000158069,0.003906811,,,BEND4
LINC00430,20.66044441,-1.750492739,0.555387552,-3.151840067,0.001622451,0.023939784,,,LINC00430
GABRG1,515.5319316,-1.74921733,0.335375433,-5.215699058,1.83125282559661e-07,1.57014946817245e-05,,,GABRG1
RP5-1125N11.1,33.90449858,-1.747700389,0.500661485,-3.490782576,0.000481608,0.009308062,,,RP5
RND2,101.6339045,-1.74753274,0.412463476,-4.236818146,2.26709607080054e-05,0.000852566,,,RND2
ANK1,3064.634391,-1.744761993,0.444850414,-3.922131885,8.77689254414143e-05,0.002452018,,,ANK1
LGI2,238.6240466,-1.744506421,0.440338852,-3.961736314,7.4406688623124e-05,0.00216597,,,LGI2
TMEM171,33.87763376,-1.740904066,0.503440324,-3.458014752,0.000544172,0.0101431,,,TMEM171
COL12A1,2635.548482,-1.740647674,0.238837957,-7.287985945,3.14622784081768e-13,1.4836981251728e-10,,,COL12A1
CASC6,119.1974976,-1.73683945,0.435554945,-3.987647183,6.6731804970957e-05,0.001996788,,,CASC6
PIRT,18.25103886,-1.735053007,0.58285176,-2.976834121,0.002912415,0.036979991,,,PIRT
CLMP,1667.578963,-1.734219995,0.343589216,-5.047364457,4.47946349435686e-07,3.37448146113228e-05,,,CLMP
RASSF4,795.7859736,-1.732490293,0.218668149,-7.922920178,2.31996519613706e-15,2.02601701332281e-12,,,RASSF4
AC126177.1,96.63462563,-1.719685082,0.530313778,-3.242769008,0.001183741,0.018459946,,,AC126177.1
FREM2,139.9346967,-1.718630352,0.484052524,-3.550503856,0.000384495,0.007788656,,,FREM2
PLCH1,5740.024853,-1.716856989,0.421449215,-4.073698386,4.62723998790346e-05,0.001490515,,,PLCH1
SLC35F4,3324.543017,-1.712929154,0.316936035,-5.404652557,6.4934136716586e-08,6.54308551128368e-06,,,SLC35F4
ITGA1,492.06856,-1.712747269,0.272458934,-6.286258416,3.25208448265743e-10,7.30294285872186e-08,,,ITGA1
RP11-54P19.1,42.37291703,-1.710397352,0.411862083,-4.152840051,3.28374268015418e-05,0.001145375,,,RP11
CACNG5,99.35397256,-1.708900365,0.39322215,-4.345890397,1.38711823497761e-05,0.00056495,,,CACNG5
HIF3A,162.3048621,-1.702934859,0.437518525,-3.892257725,9.93156591934868e-05,0.002707242,,,HIF3A
ZNF726,19.52871848,-1.701551343,0.558815557,-3.044924791,0.002327385,0.031304855,,,ZNF726
RP11-5A11.1,13.71708295,-1.699681767,0.531802196,-3.196078879,0.00139309,0.02111033,,,RP11
RP11-699L21.1,46.81059934,-1.697183963,0.462043557,-3.673212057,0.000239521,0.005369756,,,RP11
GRIP2,876.9177158,-1.697052785,0.352912621,-4.808705286,1.51910973912212e-06,9.16089220940165e-05,,,GRIP2
BARX2,135.2284362,-1.696668223,0.463555288,-3.66012052,0.000252097,0.005597363,,,BARX2
ROR1,1664.23302,-1.694033163,0.345124224,-4.908473661,9.17879537428178e-07,6.04656717569154e-05,,,ROR1
PAX3,14.8641067,-1.693159396,0.587874841,-2.880135832,0.003975039,0.046080353,,,PAX3
XKRX,59.64453518,-1.68453946,0.43843992,-3.842121534,0.000121975,0.003185004,,,XKRX
SCN9A,1143.67936,-1.682416166,0.380894171,-4.41701736,1.00072195878673e-05,0.000439405,,,SCN9A
RP11-133L19.2,2697.125846,-1.680519027,0.439719719,-3.821795916,0.000132483,0.003399156,,,RP11
ADAMTS12,185.044472,-1.675105749,0.322796342,-5.189357909,2.11020455651051e-07,1.79626401581088e-05,,,ADAMTS12
RP11-86A5.1,29.33197606,-1.673873066,0.489511576,-3.419475963,0.000627419,0.011284445,,,RP11
ADRA2A,101.3778796,-1.673703165,0.45803834,-3.654067834,0.000258118,0.005677393,,,ADRA2A
RP11-466L17.1,11.98101934,-1.673382226,0.572041482,-2.925281255,0.00344145,0.041744181,,,RP11
CRYBB1,46.95908745,-1.671355122,0.562077322,-2.973532388,0.002943933,0.037299841,,,CRYBB1
BTBD11,6378.515487,-1.669226974,0.434816931,-3.838918989,0.000123577,0.003219698,,,BTBD11
RBM20,1195.827976,-1.665332534,0.422658203,-3.940140097,8.14340381410783e-05,0.002302318,,,RBM20
RBMS3,5595.832928,-1.663309346,0.357057569,-4.658378621,3.18709634322719e-06,0.000171181,,,RBMS3
AF064860.5,185.2294509,-1.661231171,0.409917833,-4.052595515,5.06525335265771e-05,0.001600987,,,AF064860.5
LYPD1,58.21269374,-1.656416549,0.443142722,-3.737885036,0.000185575,0.004460415,,,LYPD1
AC108142.1,2991.637961,-1.65062547,0.301245192,-5.479342118,4.26910191613085e-08,4.68191414327671e-06,,,AC108142.1
PDPN,213.3109748,-1.649756883,0.314460273,-5.246312567,1.55173557364517e-07,1.3601625684379e-05,,,PDPN
KB-1410C5.1,33.37405658,-1.648725189,0.413075307,-3.991342887,6.57002078243451e-05,0.001971764,,,KB
MYO16,7757.171791,-1.646068198,0.252042638,-6.53091165,6.53705540646827e-11,1.92671536786394e-08,,,MYO16
UST,1765.34839,-1.644269918,0.184865064,-8.894432937,5.87183565153933e-19,8.65325080172787e-16,,,UST
ANXA3,49.29579643,-1.640889478,0.465640436,-3.523941117,0.000425179,0.008403428,,,ANXA3
RP11-665I14.1,253.4078364,-1.639339416,0.293479182,-5.585879741,2.32520103634881e-08,2.77717403822319e-06,,,RP11
AC004221.2,191.6392454,-1.63911439,0.444629338,-3.686473769,0.000227383,0.005165184,,,AC004221.2
ITGA11,633.0661512,-1.637702812,0.275749666,-5.939092651,2.86603866977985e-09,4.63943945760781e-07,,,ITGA11
SLC44A3,163.0449669,-1.637241378,0.335339366,-4.882341726,1.04833376327652e-06,6.71283884664303e-05,,,SLC44A3
WNT16,71.49449024,-1.635309373,0.398260299,-4.106132041,4.02339549646382e-05,0.001336164,,,WNT16
TRPC7,323.0965104,-1.630967945,0.257888063,-6.32432509,2.5434176217441e-10,5.82245088379652e-08,,,TRPC7
CYGB,14.95316969,-1.630273711,0.507334532,-3.213409711,0.00131169,0.020122541,,,CYGB
TOX2,2705.79589,-1.630183256,0.222363312,-7.331170072,2.2815190754527e-13,1.14459443149147e-10,,,TOX2
PLCE1,1771.303059,-1.629959071,0.453777979,-3.591974815,0.000328182,0.006921461,,,PLCE1
KCNIP1,7078.640824,-1.629095751,0.387267913,-4.206637569,2.59198325429079e-05,0.000944612,,,KCNIP1
LINC01563,377.6640298,-1.628449729,0.48642366,-3.347801236,0.000814554,0.013857411,,,LINC01563
LINC01257,43.50952999,-1.627232446,0.4510396,-3.607737427,0.000308879,0.006567227,,,LINC01257
CCDC168,684.6910199,-1.624191426,0.526065318,-3.087433005,0.002018933,0.028085201,,,CCDC168
PRLR,668.8881381,-1.623554615,0.309952125,-5.238081898,1.62254063694201e-07,1.40653991464911e-05,,,PRLR
HTRA1,620.0073283,-1.62014202,0.373370329,-4.339236125,1.42978832749791e-05,0.000580258,,,HTRA1
TMEM51,175.0284627,-1.615974123,0.286504883,-5.64030221,1.69751961441084e-08,2.17531603196702e-06,,,TMEM51
C10orf25,35.26377853,-1.613781793,0.503322534,-3.206257785,0.001344735,0.020549253,,,C10orf25
PPP1R3B,36.24381162,-1.612922072,0.523819859,-3.079154109,0.002075893,0.028741911,,,PPP1R3B
AC012005.1,8.098927098,-1.610449168,0.551152679,-2.9219656,0.0034783,0.042080464,,,AC012005.1
PCDH15,6058.040649,-1.601707074,0.339955169,-4.711524408,2.45870642066308e-06,0.000137705,,,PCDH15
RP11-241F15.5,22.12978878,-1.600113189,0.560908832,-2.852715268,0.004334744,0.04923359,,,RP11
HULC,78.41647318,-1.59917684,0.308090267,-5.19061137,2.09604705641163e-07,1.79067730228731e-05,,,HULC
NINJ1,57.86916226,-1.596904335,0.490567849,-3.255216051,0.001133061,0.017858592,,,NINJ1
SNTB1,452.8306509,-1.594097006,0.342403077,-4.655615309,3.23014561484431e-06,0.000171927,,,SNTB1
PAPPA,3072.543315,-1.593569568,0.221914746,-7.180998995,6.92038612352631e-13,3.0217737853079e-10,,,PAPPA
PIEZO2,777.9692967,-1.592853826,0.407754644,-3.906402662,9.36803552841546e-05,0.00258993,,,PIEZO2
ZPBP,703.8245968,-1.59009457,0.30841899,-5.155631199,2.52777978270973e-07,2.06953192696225e-05,,,ZPBP
GLUD1P4,43.85614617,-1.586766539,0.537274188,-2.953364546,0.003143305,0.039191788,,,GLUD1P4
LINC00472,1238.764505,-1.585350424,0.277798236,-5.706841221,1.15092051942857e-08,1.55071742443464e-06,,,LINC00472
KCNAB1,19902.50722,-1.584515074,0.259046915,-6.116710834,9.55264768749029e-10,1.8462449165847e-07,,,KCNAB1
MYH14,596.5627714,-1.583183034,0.237962803,-6.653069348,2.87042857456684e-11,9.1461939675286e-09,,,MYH14
ABCC9,286.1571805,-1.582150653,0.342526605,-4.619059165,3.85483937879305e-06,0.000195343,,,ABCC9
AC107218.3,500.8555022,-1.578547997,0.479698528,-3.290708442,0.000999354,0.016195035,,,AC107218.3
RP1-35C21.2,408.8204842,-1.576993323,0.448501324,-3.516139729,0.00043787,0.008575206,,,RP1
FBXL7,3581.564916,-1.576610299,0.189397903,-8.32432815,8.48083677491778e-17,9.52236430075173e-14,,,FBXL7
DLC1,10320.02937,-1.573728069,0.266294625,-5.909725247,3.42678807784663e-09,5.45947541132065e-07,,,DLC1
LOXL1,35.06196644,-1.5724877,0.550665851,-2.855611433,0.004295405,0.048975506,,,LOXL1
ABCA4,161.1347268,-1.571838112,0.454890326,-3.455422162,0.000549432,0.010208867,,,ABCA4
BARD1,450.933131,-1.566810604,0.314182606,-4.986942538,6.13422999923824e-07,4.33050925604905e-05,,,BARD1
PEBP1P1,24.25745837,-1.56606721,0.428865019,-3.651655279,0.000260555,0.005720333,,,PEBP1P1
RP1-153G14.4,230.5912673,-1.56565255,0.310643158,-5.040035523,4.65445443453718e-07,3.47149516666653e-05,,,RP1
RPSAP57,18.17744038,-1.558799574,0.440452143,-3.53908954,0.00040151,0.008040066,,,RPSAP57
SPHKAP,4731.640506,-1.557971723,0.396840624,-3.925938095,8.63923739852729e-05,0.002416424,,,SPHKAP
AMACR,65.23967256,-1.557721276,0.4723199,-3.298021689,0.000973686,0.015877279,,,AMACR
LINC00877,20.05552343,-1.556717705,0.463629421,-3.357676704,0.000786005,0.013460108,,,LINC00877
PHLDB2,992.6228717,-1.548890296,0.31050287,-4.988328439,6.09039628991021e-07,4.32815693168483e-05,,,PHLDB2
NRIR,236.9494056,-1.54711588,0.211389515,-7.318791951,2.50213164123353e-13,1.21083413933626e-10,,,NRIR
RP11-758N13.1,27.86477463,-1.546890402,0.506173044,-3.056050534,0.002242735,0.030459397,,,RP11
VIPR2,742.3171695,-1.542639474,0.31324893,-4.924644026,8.45140623248288e-07,5.67737058563287e-05,,,VIPR2
RP11-641A6.3,38.67736668,-1.542004996,0.497959892,-3.096644976,0.001957241,0.027448018,,,RP11
GRAMD3,299.6535339,-1.539529749,0.348061224,-4.423157893,9.72686010853026e-06,0.000431108,,,GRAMD3
PTK7,292.2673502,-1.53750298,0.371246588,-4.141460234,3.45101710405264e-05,0.001193131,,,PTK7
SEPT10,187.8228998,-1.535772045,0.368549589,-4.167070299,3.08539370801272e-05,0.001089079,,,SEPT10
LINC00293,134.9332129,-1.527433549,0.414599774,-3.684115729,0.000229498,0.005203204,,,LINC00293
TSPAN33,193.6832343,-1.526796187,0.319857668,-4.773361217,1.81176413500402e-06,0.000105978,,,TSPAN33
KLHL5,1603.677568,-1.526660432,0.281268322,-5.427772387,5.70617436371268e-08,5.87536617126555e-06,,,KLHL5
RP11-65E22.2,1001.771159,-1.526005158,0.274406303,-5.561115544,2.68055643470205e-08,3.05337392144152e-06,,,RP11
SMOC2,137.313088,-1.524130047,0.416305006,-3.661089885,0.000251145,0.005586546,,,SMOC2
MLNR,16.66203265,-1.523561342,0.532741537,-2.85985086,0.004238403,0.048419235,,,MLNR
CCDC184,224.9630439,-1.520210704,0.445706355,-3.410789837,0.00064775,0.01156192,,,CCDC184
AC092670.1,24.94287408,-1.519092631,0.450527486,-3.371808996,0.000746762,0.012947132,,,AC092670.1
OR4A41P,36.7340769,-1.517527736,0.374351395,-4.053752057,5.04026373068021e-05,0.001595227,,,OR4A41P
LINC00972,115.0733679,-1.516029881,0.43519719,-3.483547037,0.000494816,0.009470187,,,LINC00972
RP11-411B10.5,114.2030527,-1.513591116,0.44734486,-3.383499509,0.000715683,0.01249082,,,RP11
MAD2L1,45.54421814,-1.51336132,0.363308912,-4.165494619,3.10678251663192e-05,0.001093356,,,MAD2L1
RNU6-92P,31.63515281,-1.510561186,0.435256316,-3.470509519,0.000519472,0.009806748,,,RNU6
GALNT12,169.4882083,-1.507903713,0.3504966,-4.302192123,1.69116570896462e-05,0.000673581,,,GALNT12
CYP26B1,145.5478818,-1.505061853,0.373663403,-4.027854585,5.62881380307719e-05,0.001737196,,,CYP26B1
ARHGAP31,333.1521592,-1.503318697,0.339333874,-4.430205216,9.41434567605647e-06,0.000420418,,,ARHGAP31
S100Z,309.5483083,-1.502023083,0.349942096,-4.292204623,1.76907802349744e-05,0.00070106,,,S100Z
LGR6,98.66719555,-1.499882782,0.517107722,-2.900522884,0.003725406,0.044163578,,,LGR6
RP11-33O4.1,11.36349937,-1.49893413,0.523367317,-2.864019362,0.004183024,0.047946626,,,RP11
RP11-366M4.17,176.2923432,-1.498903954,0.281959105,-5.31603316,1.06053830587547e-07,9.87785301859766e-06,,,RP11
AC007229.3,62.37802287,-1.498007088,0.460322459,-3.254255919,0.001136898,0.01789514,,,AC007229.3
RP11-476C8.2,1145.278922,-1.497235448,0.328623047,-4.556087778,5.21151648246488e-06,0.000252844,,,RP11
C12orf42,501.0306773,-1.497150494,0.260991751,-5.736390092,9.67157618546525e-09,1.34938517678749e-06,,,C12orf42
RP11-347C18.5,97.29515787,-1.495690044,0.399282565,-3.745943788,0.000179717,0.004341745,,,RP11
FSHR,1258.785042,-1.495684493,0.477313307,-3.133548701,0.001727063,0.025106294,,,FSHR
TLL1,2037.229521,-1.492913514,0.316231289,-4.720954453,2.34740504303188e-06,0.000133052,,,TLL1
GOLIM4,1512.539831,-1.489557971,0.266772814,-5.583619826,2.3556334350254e-08,2.77717403822319e-06,,,GOLIM4
MIR4466,38.82760475,-1.488249753,0.445448323,-3.341015507,0.000834726,0.014129214,,,MIR4466
