,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,,,Reformatted Genes
RP11-151E14.1,223.187873,1.199310357,0.309140446,3.879499984,0.000104671,0.002817405,,,RP11
RP11-1038A11.3,1870.080431,1.213939132,0.338418665,3.587092726,0.000334385,0.007008422,,,RP11
AC125238.2,16.08485575,1.214255922,0.419524512,2.894362281,0.003799295,0.044769407,,,AC125238.2
IGSF21,26826.1248,1.218643859,0.158749845,7.676504266,1.6348861225607e-14,1.07080499677385e-11,,,IGSF21
BMPR1B,1474.768431,1.220996071,0.417559669,2.924123571,0.003454276,0.041832754,,,BMPR1B
RP11-676F20.2,243.9466766,1.225145784,0.190796254,6.421225555,1.35181552599597e-10,3.54160647638434e-08,,,RP11
CBLN4,352.5271709,1.228817148,0.344190461,3.570166195,0.000356755,0.007321081,,,CBLN4
NOX4,886.9392044,1.231219508,0.294030564,4.187386135,2.82185510435602e-05,0.001009659,,,NOX4
RFX2,1625.016523,1.233109837,0.216284588,5.701330134,1.18876156633068e-08,1.58656973832727e-06,,,RFX2
WDR64,937.0536706,1.243857374,0.356555502,3.48853788,0.00048567,0.009371205,,,WDR64
MYC,99.9337392,1.246477155,0.311236772,4.004916091,6.20394989756411e-05,0.001882663,,,MYC
RP11-234B24.5,75.6494838,1.252143872,0.381191476,3.284816033,0.00102049,0.01646963,,,RP11
SLC6A20,407.3501233,1.257455474,0.214541723,5.861123218,4.59746657148995e-09,6.86251915258232e-07,,,SLC6A20
RGCC,246.3850742,1.274603108,0.331668827,3.842999416,0.00012154,0.003185004,,,RGCC
TYRP1,128.3226333,1.277224818,0.429281797,2.975259668,0.002927406,0.037130346,,,TYRP1
SERPINE1,57.14184972,1.285999026,0.45066855,2.853536212,0.00432356,0.049177627,,,SERPINE1
CTA-992D9.6,32.51475956,1.287584767,0.388042593,3.318153189,0.000906148,0.015067741,,,CTA
LTK,109.9977816,1.288105054,0.338489708,3.805448213,0.000141548,0.003581064,,,LTK
KCNH4,747.0863907,1.291816787,0.288243173,4.481690842,7.40539690951042e-06,0.000343049,,,KCNH4
MOXD1,3312.624983,1.294294185,0.375921122,3.442994047,0.000575312,0.010622773,,,MOXD1
LY75-CD302,1235.588562,1.301532713,0.379112864,3.433100895,0.00059672,0.010881718,,,LY75
RP11-204N11.1,231.6019299,1.306114972,0.387397129,3.371514331,0.000747561,0.012951324,,,RP11
CTC-428G20.1,299.9839904,1.319952737,0.327383454,4.031824822,5.53454353112347e-05,0.001722992,,,CTC
LINC00320,1227.734269,1.321287518,0.321459073,4.110282234,3.95175808183525e-05,0.001321304,,,LINC00320
EIF2S2,77.52728368,1.324851689,0.281317336,4.709456258,2.48378509237142e-06,0.00013878,,,EIF2S2
COL5A1,665.8296982,1.327005343,0.359630917,3.689908958,0.000224334,0.005110704,,,COL5A1
CTD-2293H3.2,31.8108566,1.327460937,0.359577891,3.691720123,0.000222742,0.005089191,,,CTD
RPL7AP33,1093.357035,1.334911497,0.382511097,3.489863449,0.000483267,0.009332484,,,RPL7AP33
KCNG3,1317.724836,1.336346332,0.16728273,7.988549266,1.36535903512698e-15,1.34140836205246e-12,,,KCNG3
DENND2C,307.1050312,1.33800894,0.245588179,5.448181368,5.08874541540323e-08,5.38105477456373e-06,,,DENND2C
RP11-88H9.2,2122.546911,1.340158363,0.213267359,6.283935672,3.30107343613758e-10,7.34301986327246e-08,,,RP11
ABHD17AP6,205.5745586,1.34128122,0.33819316,3.96602114,7.30823833364022e-05,0.002140633,,,ABHD17AP6
MAZ,38.70116304,1.34239824,0.443426082,3.027332614,0.002467223,0.032713145,,,MAZ
ASZ1,71.55102049,1.351928558,0.381941483,3.539622214,0.0004007,0.008034107,,,ASZ1
MEI4,706.6116092,1.35753741,0.334769001,4.055146706,5.01028470198204e-05,0.001588547,,,MEI4
GGNBP1,423.9134463,1.357542412,0.242966472,5.587365208,2.30540570079327e-08,2.77657144296798e-06,,,GGNBP1
RP11-200A13.2,32.50790502,1.36229332,0.452624449,3.009765211,0.002614497,0.034078069,,,RP11
SLC11A1,48.56977548,1.365441361,0.443004287,3.082230586,0.002054556,0.028496694,,,SLC11A1
CDCP2,30.31014455,1.367840322,0.470595738,2.906614346,0.003653633,0.043619758,,,CDCP2
MAP7D3,124.8722563,1.375456727,0.387009504,3.554064473,0.000379326,0.007710459,,,MAP7D3
C22orf24,285.2148988,1.377117322,0.236404032,5.825270037,5.70203255292808e-09,8.35082146369511e-07,,,C22orf24
HP1BP3,12181.79807,1.380511073,0.179771382,7.679259408,1.60010926284704e-14,1.07080499677385e-11,,,HP1BP3
LURAP1L-AS1,755.5886125,1.381268829,0.278393139,4.961576409,6.99233532010218e-07,4.84918454449086e-05,,,LURAP1L
ETS2,2694.598697,1.381606429,0.272722994,5.065969708,4.06326531850324e-07,3.10057388171482e-05,,,ETS2
CCDC88C,719.5921497,1.384500255,0.367198809,3.77043776,0.000162961,0.004015118,,,CCDC88C
TTC22,172.3514767,1.384515683,0.296605819,4.667864193,3.04346955065548e-06,0.000164592,,,TTC22
CNGA3,151.9756466,1.392442114,0.299730704,4.645643885,3.3901738496009e-06,0.000178033,,,CNGA3
RP11-257I8.1,2035.107131,1.400735077,0.21076839,6.645849857,3.0147245356667e-11,9.47789197686469e-09,,,RP11
AC018804.1,30.33190311,1.402961767,0.370310921,3.788604893,0.000151496,0.003768054,,,AC018804.1
NOV,81.44020381,1.40389893,0.424339094,3.308436457,0.000938185,0.01545874,,,NOV
RP11-739G5.1,74.0767521,1.405952418,0.337948801,4.160252718,3.1789564165656e-05,0.001113768,,,RP11
AC098824.6,16.11088546,1.405984079,0.466368617,3.014748482,0.002571924,0.033709508,,,AC098824.6
CTC-471C19.1,50.4661685,1.406561226,0.482638499,2.91431626,0.003564686,0.042924663,,,CTC
CERKL,818.8478046,1.406628954,0.301993423,4.657813201,3.19585992325544e-06,0.000171262,,,CERKL
PAMR1,1426.475441,1.408241625,0.385975043,3.648530264,0.000263745,0.005784967,,,PAMR1
AC083949.1,24.78895216,1.409523203,0.492271339,2.863305441,0.004192462,0.048010715,,,AC083949.1
AC008069.1,424.1278638,1.41451335,0.485264552,2.914932368,0.003557656,0.042864577,,,AC008069.1
EHD2,101.8778729,1.422085693,0.310518986,4.579706096,4.65629768248439e-06,0.000229208,,,EHD2
PLK5,124.5999134,1.426907717,0.349984776,4.07705653,4.56094071574918e-05,0.001473184,,,PLK5
RP11-35L17.3,25.14284257,1.427607094,0.469505436,3.040661481,0.002360591,0.031697248,,,RP11
ITGA4,1184.932522,1.430545598,0.227857458,6.278247872,3.42409726708508e-10,7.54549434211206e-08,,,ITGA4
RBPMS2,27.51659626,1.432093496,0.452444955,3.165232542,0.001549591,0.02306679,,,RBPMS2
ANO2,1541.088765,1.433833708,0.384014981,3.733796277,0.000188615,0.004505932,,,ANO2
AC005077.7,34.35232016,1.434323256,0.447056388,3.208372134,0.001334887,0.020425236,,,AC005077.7
NEDD8-MDP1,73.75117556,1.438929875,0.382395054,3.762940604,0.000167927,0.004115959,,,NEDD8
ESRP1,104.6235754,1.43926506,0.295512053,4.870410677,1.11366537521672e-06,7.03997744832037e-05,,,ESRP1
AC009133.15,28.46011215,1.439945533,0.364745545,3.947808422,7.88698771439133e-05,0.002258533,,,AC009133.15
CD96,740.8727113,1.443749847,0.314331567,4.593079403,4.36752783508256e-06,0.000218645,,,CD96
EFCC1,150.1506388,1.446230974,0.287468212,5.030924855,4.88119450209542e-07,3.59480357311265e-05,,,EFCC1
AC009229.5,180.8376136,1.45711427,0.490838313,2.968623745,0.002991366,0.037819531,,,AC009229.5
RP11-10A14.4,500.2657445,1.459056581,0.39369125,3.706093492,0.000210481,0.004908925,,,RP11
SPRY1,365.2233261,1.459245039,0.236019966,6.182718625,6.30069617135748e-10,1.28072512952102e-07,,,SPRY1
RP11-327J17.2,42.47090708,1.465447023,0.504659206,2.903834918,0.003686225,0.043853427,,,RP11
RP11-22K10.1,1388.901951,1.468185958,0.317181064,4.628857531,3.67688611075364e-06,0.000190401,,,RP11
FAM163A,2841.805976,1.478892121,0.315986964,4.680231429,2.86551266322671e-06,0.000156403,,,FAM163A
RP1-159G19.1,29.76858525,1.48031693,0.418032866,3.541149636,0.000398388,0.00800522,,,RP1
CTA-929C8.8,179.9889175,1.485289731,0.488799976,3.038645261,0.002376445,0.031855712,,,CTA
ACVR1C,1367.362294,1.489859453,0.189296228,7.870518423,3.53174651233793e-15,2.97410896480057e-12,,,ACVR1C
ADIPOR1P2,398.6292881,1.493715588,0.318459401,4.690442747,2.72614504713623e-06,0.000150538,,,ADIPOR1P2
ISX-AS1,30.06831332,1.49440086,0.457166152,3.268835312,0.001079911,0.017234774,,,ISX
MFSD2A,182.2221689,1.498649894,0.343991075,4.356653419,1.320661347678e-05,0.000545357,,,MFSD2A
PNLDC1,477.7348021,1.500381353,0.367457942,4.083137632,4.44316900759009e-05,0.001443051,,,PNLDC1
LINC01422,169.4047043,1.500440108,0.370654378,4.048084134,5.1638585575423e-05,0.001625616,,,LINC01422
RN7SL181P,105.4362738,1.511998206,0.413658359,3.655185907,0.000256996,0.00566857,,,RN7SL181P
IGHV3-22,356.6988499,1.515721665,0.521571321,2.906067883,0.00366002,0.043638617,,,IGHV3
ART3,2202.355585,1.516669638,0.319689911,4.744189873,2.09342424631019e-06,0.000120099,,,ART3
RN7SL692P,115.0559317,1.516700465,0.402538745,3.767837216,0.000164668,0.004040278,,,RN7SL692P
RP13-314C10.5,66.987943,1.525466746,0.371464455,4.106629112,4.01475091943454e-05,0.001335514,,,RP13
RP11-368I7.6,168.346523,1.527483496,0.256946635,5.944749965,2.76879158776823e-09,4.53726763333528e-07,,,RP11
TACR3,263.0323209,1.533919303,0.200254941,7.659832497,1.86175743006597e-14,1.18644266063583e-11,,,TACR3
FOLH1B,428.1601956,1.538016878,0.423833764,3.628821032,0.000284719,0.006181748,,,FOLH1B
ADORA2A-AS1,211.0185219,1.545164016,0.233342228,6.621879069,3.54661161343779e-11,1.08604617186039e-08,,,ADORA2A
E2F7,110.6933295,1.556621351,0.396082474,3.930043495,8.49304967708494e-05,0.002386861,,,E2F7
LINC00284,2057.676604,1.565421522,0.282868743,5.534091558,3.12845532299199e-08,3.52946641439369e-06,,,LINC00284
RP11-3P22.2,54.07037305,1.576795164,0.460960529,3.420672841,0.000624664,0.01124348,,,RP11
MIR548AX,1760.595755,1.579163979,0.213449444,7.398304481,1.3793429171021e-13,7.39171060053421e-11,,,MIR548AX
AC009305.2,683.7531315,1.582894137,0.401641116,3.941065973,8.112030935094e-05,0.002299981,,,AC009305.2
MARK2P5,155.9506633,1.583565508,0.460441988,3.439229152,0.000583373,0.010729607,,,MARK2P5
RP11-69C13.1,21.95985082,1.584165533,0.460096293,3.443117358,0.00057505,0.010622773,,,RP11
FAM132B,56.84099435,1.584714717,0.321116166,4.935020043,8.01425293498451e-07,5.4145578783381e-05,,,FAM132B
VWF,237.9966545,1.607193076,0.287501263,5.590212227,2.26792251799458e-08,2.75646108514403e-06,,,VWF
RP11-65J3.3,178.8099578,1.62467164,0.417575037,3.890729802,9.99431745542078e-05,0.002711807,,,RP11
RP11-535C7.1,120.5804697,1.627632064,0.449527344,3.620763196,0.000293735,0.006348035,,,RP11
RP11-297C4.2,30.33972015,1.642630101,0.545711091,3.010072778,0.002611851,0.034064871,,,RP11
RP11-80F22.7,109.4645242,1.652492997,0.46139023,3.581551779,0.000341559,0.007108234,,,RP11
EMCN,656.7005683,1.654447333,0.364026144,4.544858551,5.49721573694745e-06,0.000264528,,,EMCN
IQGAP3,130.8372795,1.654737593,0.282326095,5.861086252,4.59849029266723e-09,6.86251915258232e-07,,,IQGAP3
BUD31P1,1749.099418,1.658236072,0.342744509,4.838111271,1.31078757193335e-06,8.04871358297305e-05,,,BUD31P1
CELA1,35.02891098,1.658729302,0.501587163,3.306961228,0.000943139,0.015497063,,,CELA1
CMB9-22P13.1,106.3482006,1.673145782,0.355604274,4.705077815,2.53769141722472e-06,0.000141255,,,CMB9
THBD,49.03996005,1.673185721,0.513908242,3.255806354,0.001130708,0.017845364,,,THBD
SPOCD1,56.28008699,1.682472988,0.388118874,4.334942462,1.45798252388975e-05,0.000587654,,,SPOCD1
RP11-667K14.13,20.50251564,1.697902931,0.461855737,3.676262511,0.000236676,0.005335165,,,RP11
AP001255.2,48.88101309,1.705369106,0.471907199,3.613780653,0.000301764,0.006468457,,,AP001255.2
PHGDH,145.7016335,1.705423007,0.326258056,5.227221145,1.72076640477848e-07,1.48622531348981e-05,,,PHGDH
TMPRSS13,38.55570771,1.719728755,0.480392364,3.579841989,0.000343802,0.007140161,,,TMPRSS13
CAT,639.9611856,1.720224697,0.293243335,5.866202199,4.45889998830617e-09,6.73951300155584e-07,,,CAT
SH3RF2,3543.766891,1.734149941,0.227267835,7.63042401,2.33982853915556e-14,1.41463633653203e-11,,,SH3RF2
CYTIP,24.68717308,1.741312272,0.606856426,2.869397438,0.004112547,0.04727925,,,CYTIP
RP11-363G10.3,62.26577581,1.744696178,0.555496086,3.140789325,0.001684932,0.024600006,,,RP11
AC005077.12,98.81070119,1.748576631,0.41219326,4.242128153,2.21410194667847e-05,0.000842037,,,AC005077.12
RP4-580N22.2,144.1909622,1.764662773,0.264834819,6.663258178,2.67822565089497e-11,8.77081703089619e-09,,,RP4
TNFAIP6,27.26948928,1.768399101,0.403735506,4.380093095,1.18628616968444e-05,0.000497712,,,TNFAIP6
FAM167A-AS1,291.335896,1.773902008,0.347443685,5.105581379,3.29779025040326e-07,2.57478795742578e-05,,,FAM167A
EDA2R,28.34334569,1.781421128,0.544175894,3.273612717,0.00106182,0.017008601,,,EDA2R
SERPINE2,4082.626929,1.79066283,0.228241017,7.845490935,4.31262996955941e-15,3.50646558800832e-12,,,SERPINE2
ATF3,65.74609893,1.79325475,0.371345953,4.829067708,1.37173763986099e-06,8.37932689385551e-05,,,ATF3
OTX2-AS1,307.6042327,1.80194072,0.350656047,5.138769838,2.7654286855017e-07,2.21178129300144e-05,,,OTX2
BIN2,120.1748987,1.804733958,0.341908691,5.278409133,1.30310257200809e-07,1.18176367482226e-05,,,BIN2
SMPD4P1,285.2026123,1.816009082,0.544239097,3.336785419,0.000847534,0.014315182,,,SMPD4P1
RP11-565A3.1,182.573666,1.830594862,0.482090766,3.797199592,0.00014634,0.003690288,,,RP11
PROP1,17.90788301,1.832778654,0.587211654,3.121155112,0.001801431,0.025947432,,,PROP1
GNLY,35.23721726,1.845962289,0.585200233,3.154411405,0.001608222,0.023789377,,,GNLY
CTD-2292M16.8,87.20473027,1.858675981,0.508309004,3.656586772,0.000255596,0.005643165,,,CTD
RPL7AP14,23.27532931,1.861992656,0.491248999,3.790323566,0.000150451,0.003753956,,,RPL7AP14
CDH5,36.43120074,1.871567804,0.643768167,2.907207749,0.003646709,0.043581225,,,CDH5
RP11-123I22.1,28.04194727,1.891216151,0.577513355,3.274757434,0.001057527,0.01697443,,,RP11
ANP32AP1,45.01453755,1.894854842,0.344345841,5.502766749,3.73876925793673e-08,4.17611512093254e-06,,,ANP32AP1
RP11-84A19.2,65.85563174,1.912567397,0.600941254,3.182619572,0.001459492,0.021961309,,,RP11
OLFML2A,66.52254737,1.914394358,0.52544289,3.643391879,0.000269069,0.005896256,,,OLFML2A
PHBP19,30.53238531,1.92059593,0.518361033,3.705131768,0.000211281,0.00491927,,,PHBP19
FOXP3,97.97335796,1.92571115,0.416667938,4.621692657,3.80621625971737e-06,0.000193776,,,FOXP3
TRBV11-3,351.4383666,1.931178477,0.312577451,6.178239897,6.48201696333824e-10,1.30632032460301e-07,,,TRBV11
CGA,47.00102298,1.941791585,0.483448986,4.016538747,5.90591572925193e-05,0.001815588,,,CGA
RHBG,31.32408969,1.942665263,0.507649578,3.826783962,0.000129828,0.003352928,,,RHBG
RP11-167N4.5,3646.351601,1.985869746,0.406779667,4.881929726,1.0505269665428e-06,6.71283884664303e-05,,,RP11
SLC4A11,66.75543787,2.003506693,0.370420529,5.408735568,6.34712624147844e-08,6.42312831106524e-06,,,SLC4A11
RP1-59D14.9,40.02383115,2.009292782,0.497719007,4.037002313,5.41385352797428e-05,0.001690772,,,RP1
GLP2R,1171.232431,2.011813296,0.411816432,4.885218611,1.03314158068722e-06,6.63772352343975e-05,,,GLP2R
DMRT3,29.12931648,2.015547637,0.449176831,4.487203032,7.21642973038772e-06,0.000336277,,,DMRT3
RP5-965F6.2,814.8458026,2.017688183,0.336290656,5.999834219,1.97519082111821e-09,3.44985365712195e-07,,,RP5
C20orf62,35.30845986,2.022743538,0.571614227,3.538651493,0.000402176,0.008040066,,,C20orf62
RP11-332G1.1,36.24010296,2.028368874,0.65908741,3.077541526,0.002087158,0.028863981,,,RP11
SLC7A11,767.4722982,2.028929682,0.276445344,7.339351968,2.14630503358891e-13,1.10016796493463e-10,,,SLC7A11
LINC00456,593.4919302,2.038164219,0.23764379,8.576551573,9.77598484354578e-18,1.3559290977998e-14,,,LINC00456
FNDC7,37.60903278,2.059005608,0.65959796,3.121606996,0.001798669,0.025923478,,,FNDC7
LINC00989,44.15906979,2.077033406,0.650565465,3.192658565,0.001409695,0.021320849,,,LINC00989
NACAP3,106.1054559,2.083254433,0.448124999,4.648824412,3.338322433105e-06,0.000175702,,,NACAP3
GPR62,5.624355454,2.087983867,0.699568803,2.98467264,0.00283882,0.03627996,,,GPR62
PAX2,317.2701919,2.093188348,0.419676195,4.987627058,6.11254191548009e-07,4.32815693168483e-05,,,PAX2
SGK2,132.0061519,2.099306861,0.406631545,5.162675859,2.4344448477797e-07,2.01409737072973e-05,,,SGK2
GIPR,38.26553741,2.112143188,0.540692396,3.906367474,9.3693991397013e-05,0.00258993,,,GIPR
HNF4A,121.3533902,2.113392619,0.314239901,6.725411427,1.75096977983496e-11,5.98349513604763e-09,,,HNF4A
INSC,93.89780128,2.127222825,0.407255736,5.223309674,1.75753099713901e-07,1.51243880954528e-05,,,INSC
RPS15AP18,12.20941645,2.132425305,0.734981552,2.901331739,0.003715803,0.04411627,,,RPS15AP18
RPS3AP23,18.11740682,2.160622316,0.527335284,4.09724587,4.1809476121407e-05,0.001374931,,,RPS3AP23
RP11-767C6.1,6.370855808,2.183058356,0.702599462,3.107116466,0.00188922,0.026786475,,,RP11
AC013460.1,1389.642687,2.199372942,0.354903444,6.197102272,5.75121336871169e-10,1.20809293133118e-07,,,AC013460.1
TTTY22,14.01297787,2.203865242,0.754713949,2.920133179,0.003498818,0.042263646,,,TTTY22
LINC00390,57.1049363,2.215408528,0.664962503,3.331629255,0.000863392,0.014541371,,,LINC00390
RP11-48B3.3,19.08435729,2.215519774,0.536327177,4.13091089,3.6132863488893e-05,0.001240141,,,RP11
PES1P2,21.22750707,2.223940734,0.581651738,3.823491943,0.000131575,0.003386904,,,PES1P2
RP3-394A18.1,50.96750165,2.247180302,0.369030593,6.089414654,1.13324257250211e-09,2.13765812936218e-07,,,RP3
AK4P2,27.76100337,2.266553251,0.674591596,3.359889545,0.000779736,0.013380935,,,AK4P2
CNOT10-AS1,397.084798,2.298248071,0.507271255,4.530609704,5.88137044650336e-06,0.000279705,,,CNOT10
ACTR3BP4,24.63249408,2.30382699,0.654597628,3.519455144,0.000432434,0.008504057,,,ACTR3BP4
NMI,20.90129373,2.307938186,0.492122273,4.689765765,2.73517972535881e-06,0.000150684,,,NMI
RP3-434P1.6,40.76241924,2.325923005,0.581139268,4.002350441,6.2716312346933e-05,0.001898316,,,RP3
AC093874.1,134.0807277,2.338925392,0.330576471,7.075292992,1.49133329230613e-12,6.17513136637366e-10,,,AC093874.1
CTD-2194L12.3,53.96352158,2.36086368,0.619962205,3.808076782,0.000140052,0.003551463,,,CTD
RP11-284P20.3,30.14979685,2.387867356,0.702223261,3.400438987,0.000672777,0.011896439,,,RP11
LINC01194,24.77162192,2.398020421,0.597424681,4.013929286,5.97162435484189e-05,0.001828635,,,LINC01194
FOXC1,9.015428706,2.403483939,0.762802865,3.150858562,0.001627913,0.024005354,,,FOXC1
RP11-470F18.1,8.802759279,2.429796024,0.83176639,2.921248145,0.00348632,0.042155869,,,RP11
IYD,24.98359458,2.440958923,0.775323236,3.148311325,0.001642167,0.024170196,,,IYD
YAP1P1,4.152467597,2.444749163,0.794480601,3.077166592,0.002089785,0.028865377,,,YAP1P1
ENSAP2,551.6921888,2.457642414,0.69040427,3.559714968,0.000371258,0.007585686,,,ENSAP2
BPIFC,62.91686137,2.459628743,0.426952473,5.760895888,8.36686395088031e-09,1.1884475005892e-06,,,BPIFC
RBP7,22.97933962,2.459938862,0.793045287,3.101889518,0.001922897,0.027165962,,,RBP7
RP11-17A4.4,269.269057,2.464813767,0.387122498,6.36701245,1.92745535014862e-10,4.88682469904885e-08,,,RP11
XBP1P1,51.26320089,2.468456096,0.604645676,4.082483664,4.45569448847117e-05,0.001445128,,,XBP1P1
OPTC,14.78063245,2.511972966,0.695339879,3.612582914,0.000303162,0.006485279,,,OPTC
FAM129A,499.0685794,2.541298377,0.326224299,7.790033981,6.69911760412231e-15,5.09543528992258e-12,,,FAM129A
RP11-671M22.4,85.86938979,2.551955392,0.606976493,4.20437269,2.61807247358144e-05,0.000951179,,,RP11
PITX3,11.97791462,2.56109943,0.634247201,4.03801456,5.39055080478976e-05,0.001685727,,,PITX3
FKSG62,565.2562505,2.620408145,0.236511859,11.0793943,1.57937371383149e-28,6.20667546640544e-25,,,FKSG62
BEND2,225.370737,2.673299668,0.490872116,5.446020621,5.15091674851704e-08,5.42202973273586e-06,,,BEND2
ALPK2,142.8973989,2.685213204,0.34912739,7.691213238,1.45746287764446e-14,1.01075050564643e-11,,,ALPK2
IGLV3-24,6.606503456,2.685481356,0.85374477,3.14553184,0.001657851,0.024354974,,,IGLV3
GLP1R,148.5499373,2.690070544,0.474075734,5.674347685,1.3921812283728e-08,1.84417085302259e-06,,,GLP1R
UPB1,133.6071305,2.739964592,0.287153591,9.541808548,1.4036280504186e-21,3.0087405273473e-18,,,UPB1
LINC01034,5.34773833,2.754258846,0.820374,3.357320987,0.000787017,0.01346667,,,LINC01034
AC003985.1,32.65385281,2.761080983,0.705472791,3.913802232,9.08540568978314e-05,0.00252326,,,AC003985.1
AC091770.1,32.52400161,2.763746639,0.679182791,4.069223594,4.71700630258208e-05,0.001513228,,,AC091770.1
MIR7704,25.45937056,2.862804798,0.568880086,5.032351926,4.84498801599807e-07,3.58119035828271e-05,,,MIR7704
AC019048.1,2979.481592,2.880522224,0.207607815,13.87482558,9.00117872565055e-44,1.06119396586057e-39,,,AC019048.1
RP4-559A3.6,70.38265698,2.885278484,0.496667839,5.809271823,6.27451453727159e-09,9.07648946468263e-07,,,RP4
TAL1,23.05284149,3.001070176,0.805806348,3.724306941,0.000195853,0.004645882,,,TAL1
RP11-227F19.2,48.86559299,3.003509248,0.638380738,4.704887022,2.54006577226607e-06,0.000141255,,,RP11
C8orf37-AS1,10.79377691,3.012158193,0.905534501,3.326387001,0.000879797,0.014732143,,,C8orf37
RP11-109E12.4,27.92916871,3.014305045,0.551379686,5.466840946,4.5812678461294e-08,4.97795919557074e-06,,,RP11
