,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,,Reformatted Genes,
TAF1L,129.9614751,1.098688974,0.321456847,3.417842816,0.000631195,0.012890038,,TAF1L,
EIF4EBP1,92.66215097,1.096690328,0.323645158,3.388557807,0.000702612,0.014042445,,EIF4EBP1,
PLAC9,515.9177404,1.095725579,0.351039062,3.121377921,0.001800069,0.028475102,,PLAC9,
AP001628.6,228.5833096,1.089441492,0.299792252,3.633988158,0.000279074,0.006967649,,AP001628.6,
DUSP5,185.9359558,1.088848548,0.314019114,3.467459457,0.000525403,0.011179383,,DUSP5,
CBLN2,47901.31814,1.085911478,0.310782376,3.494121805,0.000475624,0.010355341,,CBLN2,
DOCK2,620.7219967,1.084877079,0.150757867,7.196155686,6.19E-13,3.14E-10,,DOCK2,
RP11-467D6.1,57.3348637,1.083662206,0.347334071,3.119942141,0.001808866,0.028560762,,RP11,
ZNF831,3638.321507,1.070602626,0.245021759,4.369418577,1.25E-05,0.000595115,,ZNF831,
RP5-884C9.2,1286.743708,1.069316168,0.330222645,3.238167293,0.001203002,0.021085431,,RP5,
CCDC158,2024.805973,1.068546549,0.32225636,3.315827646,0.000913722,0.016967226,,CCDC158,
LAMP3,227.6627479,1.067111376,0.340247982,3.136275399,0.001711084,0.027534445,,LAMP3,
RGS22,440.1972739,1.061777706,0.308728521,3.439195389,0.000583446,0.012159533,,RGS22,
RP11-748H22.2,62.97289834,1.060410313,0.348129312,3.046024211,0.002318892,0.03407428,,RP11,
RP11-473E2.2,269.0068309,1.058507397,0.33884056,3.123909948,0.001784651,0.028288513,,RP11,
LZTS1,2692.414411,1.057845527,0.261814286,4.040442339,5.34E-05,0.001922748,,LZTS1,
LINC01364,475.4676334,1.055380045,0.289319147,3.64780574,0.000264489,0.006691337,,LINC01364,
KDM1B,2704.929335,1.046879134,0.172852017,6.056505161,1.39E-09,3.17E-07,,KDM1B,
C10orf67,349.2183618,1.044968908,0.282545614,3.698407816,0.000216956,0.005708101,,C10orf67,
RP11-117L6.1,689.6682138,1.040921933,0.276977913,3.758140577,0.000171181,0.004749972,,RP11,
SLC24A4,7411.683899,1.037598544,0.156412666,6.633724576,3.27E-11,1.17E-08,,SLC24A4,
RP11-462G22.2,1368.996323,1.033247365,0.195451298,5.286469699,1.25E-07,1.36E-05,,RP11,
SLC9A7P1,168.93495,1.027444927,0.308391135,3.331629253,0.000863392,0.016218056,,SLC9A7P1,
RP11-262D11.2,1069.068554,1.024575763,0.307662709,3.330191582,0.000867862,0.016289471,,RP11,
BTBD2,619.5224364,1.023835661,0.255379975,4.009067904,6.10E-05,0.002130762,,BTBD2,
AC012507.3,213.5074617,1.019153587,0.286492196,3.557351999,0.000374612,0.008626345,,AC012507.3,
ITPKA,390.2748125,1.01611135,0.216994257,4.68266471,2.83E-06,0.000175098,,ITPKA,
ARID5A,282.4439673,1.015323027,0.301896663,3.363147562,0.000770592,0.015042587,,ARID5A,
RP11-119H12.3,404.5239199,1.01496868,0.289979872,3.500134935,0.000465023,0.010197433,,RP11,
AC016723.4,9219.417153,1.00907551,0.175606009,5.746247052,9.12E-09,1.55E-06,,AC016723.4,
EFCAB1,579.1925061,0.997794722,0.227833242,4.379495771,1.19E-05,0.000573878,,EFCAB1,
SPSB1,420.0131699,0.987211902,0.292487897,3.375223087,0.000737559,0.01458391,,SPSB1,
PTPRO,20218.78747,0.986618206,0.111711369,8.831851345,1.03E-18,1.79E-15,,PTPRO,
RP6-60B16.1,55.48098799,0.984480423,0.340591392,2.890502948,0.003846259,0.049923502,,RP6,
RP11-432J9.6,269.5649403,0.984377195,0.33307492,2.95542275,0.003122409,0.042448966,,RP11,
KCNIP4,573849.0045,0.983075451,0.260664122,3.771426014,0.000162317,0.004555917,,KCNIP4,
EPB41L2,27066.908,0.981604292,0.240452789,4.082316091,4.46E-05,0.001679017,,EPB41L2,
MN1,681.9710921,0.980271902,0.258210798,3.79640166,0.000146812,0.004263135,,MN1,
RP11-466P24.5,723.7909025,0.979943199,0.243773681,4.019889257,5.82E-05,0.002055867,,RP11,
MAFK,33.79631714,0.976988298,0.328625296,2.972955247,0.002949475,0.040689721,,MAFK,
AC004769.1,2136.058995,0.976866977,0.327752047,2.980506105,0.002877725,0.039994304,,AC004769.1,
FTH1,123.3009744,0.975486911,0.259811245,3.754598508,0.00017362,0.004801241,,FTH1,
SNED1,995.6579296,0.975396615,0.251029241,3.885589636,0.000102082,0.003192579,,SNED1,
MT1A,214.1582787,0.975225713,0.268601153,3.630757736,0.00028259,0.00703243,,MT1A,
CTD-3239E11.2,882.5353432,0.973593632,0.324444603,3.000800827,0.002692706,0.038096634,,CTD,
AF213884.1,382.59031,0.972514155,0.319207846,3.046648656,0.00231408,0.034049167,,AF213884.1,
LCA5,9814.225513,0.969807065,0.225624446,4.298324412,1.72E-05,0.000785155,,LCA5,
CUX2,17767.77925,0.967477672,0.248625134,3.891310806,9.97E-05,0.003136303,,CUX2,
LINC00152,2856.307996,0.96595422,0.127765634,7.560360243,4.02E-14,3.16E-11,,LINC00152,
TNFRSF10B,272.70594,0.965410472,0.237390194,4.066766428,4.77E-05,0.001765021,,TNFRSF10B,
MIR3195,1597.244785,0.964161876,0.292713414,3.293876635,0.000988159,0.01816944,,MIR3195,
HS6ST3,105828.3357,0.961527106,0.250156744,3.843698519,0.000121194,0.003640025,,HS6ST3,
ARHGAP10,4663.452429,0.958998908,0.191055719,5.019472397,5.18E-07,4.48E-05,,ARHGAP10,
CDH9,25017.74031,0.95538076,0.200875783,4.756077342,1.97E-06,0.000131036,,CDH9,
THSD4,2747.041744,0.951757085,0.19354196,4.917574892,8.76E-07,6.79E-05,,THSD4,
CHTF18,70.000198,0.951606099,0.312113702,3.048908439,0.002296745,0.033857332,,CHTF18,
C1orf228,2360.461753,0.95153958,0.279483244,3.404639093,0.000662516,0.013439521,,C1orf228,
RP11-244B22.3,1033.657788,0.950799465,0.2577299,3.689131388,0.000225021,0.005888493,,RP11,
PDZD2,33418.57114,0.949860419,0.198368957,4.788352144,1.68E-06,0.000117051,,PDZD2,
HDGFRP2,930.2902897,0.948545183,0.220107874,4.309455931,1.64E-05,0.000753718,,HDGFRP2,
FAM84A,2395.919631,0.946106865,0.186576251,5.070885829,3.96E-07,3.63E-05,,FAM84A,
DYRK3,530.2561338,0.944926983,0.165032672,5.725696447,1.03E-08,1.72E-06,,DYRK3,
TDRD12,271.1999262,0.942914204,0.234128632,4.027334014,5.64E-05,0.002006404,,TDRD12,
RP11-685M7.3,734.2764643,0.936618062,0.30548195,3.066034056,0.002169186,0.032501771,,RP11,
NCAPH,46.09087421,0.930063722,0.269126855,3.455856246,0.000548548,0.011560787,,NCAPH,
RP11-736G13.1,29.58019955,0.929756067,0.312657587,2.973719834,0.002942136,0.040657545,,RP11,
CTC-360J11.6,972.3997317,0.923842404,0.183330357,5.039222203,4.67E-07,4.13E-05,,CTC,
LINC01552,297.8344571,0.919127433,0.297694165,3.087488914,0.002018553,0.030733993,,LINC01552,
CDH22,11956.50957,0.91890609,0.205680137,4.467646226,7.91E-06,0.000409946,,CDH22,
TESPA1,12209.57215,0.918873525,0.203820673,4.508244985,6.54E-06,0.000353892,,TESPA1,
GREB1L,3161.844698,0.917818662,0.248920456,3.687196617,0.000226738,0.005924349,,GREB1L,
DDIT3,123.9020849,0.916756731,0.201113259,4.5584102,5.15E-06,0.000288672,,DDIT3,
ABCB1,343.56131,0.916386835,0.258853135,3.540180558,0.000399853,0.009110969,,ABCB1,
RP11-535M15.2,167.6717963,0.915763774,0.288478753,3.174458309,0.001501165,0.025015644,,RP11,
HOPX,1916.661798,0.909890837,0.157647216,5.771689844,7.85E-09,1.37E-06,,HOPX,
R3HDM1,70355.88554,0.908638897,0.201683619,4.505268708,6.63E-06,0.000357658,,R3HDM1,
WDR93,1465.203245,0.907696401,0.183323669,4.951332275,7.37E-07,5.99E-05,,WDR93,
CCDC173,703.3893052,0.905944856,0.29344006,3.087325075,0.002019666,0.030733993,,CCDC173,
OPN3,3536.87148,0.904618411,0.194925834,4.640833871,3.47E-06,0.000208728,,OPN3,
GNAL,7296.964356,0.897836231,0.202533734,4.433020676,9.29E-06,0.000465814,,GNAL,
B4GALT1,905.3093199,0.895061184,0.191751545,4.667817336,3.04E-06,0.00018495,,B4GALT1,
LRRC2,1590.828126,0.893639577,0.192324152,4.646528109,3.38E-06,0.000203569,,LRRC2,
TEK,1873.971899,0.884147125,0.281854394,3.136893169,0.001707483,0.027512841,,TEK,
AC007349.4,249.8838035,0.883320575,0.272256675,3.244440471,0.001176816,0.020700918,,AC007349.4,
PREX1,2165.381174,0.882992666,0.265505064,3.325709318,0.000881939,0.016515502,,PREX1,
RP11-1E22.1,241.0544411,0.874633353,0.277574101,3.150990496,0.001627178,0.026588152,,RP11,
PTH2R,6244.30377,0.873481144,0.289664674,3.01549075,0.002565638,0.036833606,,PTH2R,
PARP10,93.36431636,0.871066778,0.274532896,3.172904931,0.001509219,0.02513268,,PARP10,
RP11-80N2.2,706.1864233,0.87099937,0.253660731,3.433717812,0.000595364,0.012344549,,RP11,
RP11-255E6.6,296.2311768,0.868846125,0.212471896,4.089228462,4.33E-05,0.001634815,,RP11,
AK5,64138.41637,0.867691873,0.173271254,5.007708159,5.51E-07,4.71E-05,,AK5,
TMOD1,9366.769842,0.867103044,0.161051154,5.384022533,7.28E-08,8.61E-06,,TMOD1,
SOWAHA,123.0189841,0.865966511,0.206189542,4.199856611,2.67E-05,0.001102876,,SOWAHA,
RP11-37N22.1,603.399943,0.865414826,0.235724438,3.671298715,0.000241321,0.006234683,,RP11,
MTND2P32,192.8535658,0.865188269,0.28343681,3.052490851,0.002269506,0.033653066,,MTND2P32,
AC093616.4,553.8866881,0.863117005,0.274259548,3.147080977,0.001649093,0.026808599,,AC093616.4,
FOXM1,185.024492,0.863107473,0.273748014,3.152926885,0.001616423,0.026465666,,FOXM1,
SDCBP2,648.1817431,0.861002506,0.24880915,3.460493732,0.000539186,0.011422768,,SDCBP2,
COL5A3,389.8774444,0.858703386,0.285735928,3.005234213,0.002653764,0.037748213,,COL5A3,
P2RX7,5532.311334,0.856371915,0.270553837,3.165255104,0.00154947,0.025662642,,P2RX7,
WARS,1335.648032,0.854956119,0.240232552,3.55886873,0.000372456,0.008584802,,WARS,
AC021188.4,164.1212554,0.854239299,0.284131376,3.006494073,0.002642792,0.037674864,,AC021188.4,
LY86-AS1,18133.24289,0.851816322,0.19501332,4.367990452,1.25E-05,0.000596746,,LY86,
FAM110C,303.4005422,0.851729462,0.28242883,3.015731298,0.002563603,0.036826101,,FAM110C,
KLHL25,743.0986357,0.851313596,0.108985876,7.811228678,5.66E-15,5.52E-12,,KLHL25,
MAN1A1,12599.47704,0.842555404,0.177435691,4.748511416,2.05E-06,0.000134931,,MAN1A1,
ZFHX4,1316.585789,0.842497105,0.236452001,3.563078778,0.000366531,0.008472282,,ZFHX4,
RASIP1,121.878199,0.84125692,0.240474933,3.498314401,0.000468209,0.010240699,,RASIP1,
C9orf84,7123.370753,0.840061689,0.280887188,2.990744061,0.002782986,0.03910144,,C9orf84,
SMAD3,7453.002275,0.838448287,0.183493212,4.569369497,4.89E-06,0.000278463,,SMAD3,
FAM81A,10900.60488,0.83485535,0.168081333,4.966972448,6.80E-07,5.56E-05,,FAM81A,
PLXND1,1301.784015,0.833851316,0.155540871,5.360978823,8.28E-08,9.60E-06,,PLXND1,
PHACTR3,22292.08846,0.829582017,0.192016701,4.320363875,1.56E-05,0.000723544,,PHACTR3,
RPS6KA5,12718.76337,0.826180302,0.220637041,3.744522217,0.000180737,0.004943405,,RPS6KA5,
SLC46A2,166.1112286,0.825645174,0.23949856,3.447390982,0.000566029,0.011826895,,SLC46A2,
CXorf57,289.3653562,0.824054495,0.240752932,3.422822253,0.000619746,0.012709486,,CXorf57,
SLC12A8,3237.96113,0.824022784,0.25979676,3.171797772,0.001514985,0.025194246,,SLC12A8,
RNF144A,28581.24867,0.819084816,0.198019577,4.136383012,3.53E-05,0.001368763,,RNF144A,
MIR4435-1HG,7438.291943,0.817077471,0.164215104,4.975653592,6.50E-07,5.35E-05,,MIR4435,
ADAMTS8,430.8844186,0.816177338,0.250251444,3.261429088,0.001108522,0.019814314,,ADAMTS8,
ANXA5,961.1288312,0.815961928,0.223933046,3.643776316,0.000268667,0.006761914,,ANXA5,
RP11-658F2.8,197.6472193,0.814954909,0.234858607,3.469981026,0.000520495,0.011123529,,RP11,
ARMC3,2263.80917,0.814271161,0.192436235,4.231381693,2.32E-05,0.000985811,,ARMC3,
BCL2L11,1410.094338,0.808996866,0.191106041,4.233235439,2.30E-05,0.000981135,,BCL2L11,
C1QL3,501.0900495,0.808346335,0.224446629,3.601508018,0.000316377,0.007646711,,C1QL3,
RP11-386D6.1,52.85250611,0.802877859,0.259363674,3.095567882,0.001964364,0.030042562,,RP11,
AMOT,1180.602077,0.801679304,0.204289005,3.92424107,8.70E-05,0.002803794,,AMOT,
AHRR,883.7293726,0.801566051,0.212963223,3.76387077,0.000167303,0.004685071,,AHRR,
MYOM2,307.0544434,0.799225807,0.264961008,3.016390269,0.002558038,0.036767833,,MYOM2,
RP11-322E11.5,2267.994873,0.798022247,0.198859299,4.012999405,6.00E-05,0.00209932,,RP11,
ZNF697,2018.240227,0.790797839,0.199116418,3.971535073,7.14E-05,0.002403019,,ZNF697,
GALNT6,170.2699965,0.788885038,0.264037532,2.987776142,0.002810153,0.039369614,,GALNT6,
RP1-251M9.2,1862.924531,0.785589144,0.204700103,3.83775646,0.000124164,0.003706979,,RP1,
SNX5P1,9546.356114,0.785252931,0.176628466,4.445789214,8.76E-06,0.000445712,,SNX5P1,
SIPA1L1,63723.58149,0.782653509,0.121055309,6.465255545,1.01E-10,3.29E-08,,SIPA1L1,
TMED11P,976.218688,0.780733169,0.217216563,3.594261673,0.000325313,0.007808468,,TMED11P,
TINCR,388.0779122,0.780408258,0.262287017,2.975397977,0.002926087,0.040481686,,TINCR,
SHROOM1,195.4931317,0.780204338,0.203612891,3.831802271,0.000127208,0.003770277,,SHROOM1,
ITGA7,443.184767,0.778330669,0.211114663,3.686767455,0.000227121,0.005924349,,ITGA7,
CELF6,590.0042158,0.77627469,0.195745978,3.96572486,7.32E-05,0.002452159,,CELF6,
KIAA1211L,23592.55182,0.776071949,0.157908761,4.914685821,8.89E-07,6.86E-05,,KIAA1211L,
MEIS1,657.9392395,0.774330611,0.185679403,4.17025581,3.04E-05,0.001213197,,MEIS1,
CREB5,4160.803953,0.77039039,0.246987796,3.119143554,0.001813776,0.028581716,,CREB5,
RFX3,24875.95026,0.769351666,0.208181866,3.695574831,0.00021939,0.005753493,,RFX3,
RAPH1,6152.223483,0.76916959,0.143764528,5.350204252,8.79E-08,1.00E-05,,RAPH1,
FADS3,777.4042573,0.767709941,0.213647987,3.593340394,0.000326466,0.007813048,,FADS3,
GRM1,30278.47835,0.766292584,0.192352506,3.983793089,6.78E-05,0.002324043,,GRM1,
DGKB,80827.46836,0.765191613,0.217028873,3.525759507,0.00042227,0.009473085,,DGKB,
LRRC48,109.7433814,0.764298059,0.236885804,3.226440947,0.001253401,0.021771484,,LRRC48,
DMGDH,2714.96373,0.761744868,0.158993157,4.791054433,1.66E-06,0.000115816,,DMGDH,
ADAMTS3,5136.423996,0.760790285,0.196311011,3.875433593,0.000106435,0.003311719,,ADAMTS3,
KLHL4,3967.960354,0.760316633,0.165104133,4.605073285,4.12E-06,0.000240896,,KLHL4,
